Price,Levy,Model,Category,Leather interior,Engine volume,Mileage,Cylinders,Drive wheels,Doors,Wheel,Color,Airbags,turbo,engine_volume,brand,fuel_type,Gear_box,year,price_win,Mileage_win,Levy_wins,Cylinders_wins,Category_enc,Fuel_type_enc,Drive_wheels_enc,Gear_box_enc,Manufacturer_enc
7840,1388.542796784495,E 240 E 240,Sedan,1,2.4,777777,6,Rear,4,Left wheel,Blue,4,0,2.4,MERCEDES-BENZ,Petrol,Manual,1998,7840,328000,1388.542796784495,6,9,5,3,2,33
470,1077,1000,SUV,1,2,11566,4,4x4,4,Left wheel,Black,12,0,2,MAZDA,Petrol,Automatic,2019,470,11566,1077,4,10,5,1,1,32
43880,891,Santa FE,SUV,1,2,113700,4,Front,4,Left wheel,Silver,4,0,2,HYUNDAI,Diesel,Automatic,2016,38124.099999999795,113700,891,4,10,2,2,1,21
29479,584,C 250,Sedan,1,1.8,69000,4,Rear,4,Left wheel,Grey,8,0,1.8,MERCEDES-BENZ,Petrol,Tiptronic,2014,29479,69000,584,4,9,5,3,3,33
17249,675.532635918539,Camry,Sedan,1,2.5,152000,4,Front,4,Left wheel,White,12,0,2.5,TOYOTA,Hybrid,Variator,2011,17249,152000,675.532635918539,4,9,3,2,4,54
9408,1082.9562073808745,Vitz funkargo,Universal,0,1.5,181926,4,4x4,4,Right-hand drive,Silver,2,0,1.5,TOYOTA,Petrol,Automatic,2003,9408,181926,1082.9562073808745,4,11,5,1,1,54
44213,891,Santa FE,SUV,1,2,50255,4,Front,4,Left wheel,Red,4,0,2,HYUNDAI,Diesel,Automatic,2016,38124.099999999795,50255,891,4,10,2,2,1,21
8467,2078,325,Sedan,1,2.5,252800,6,Rear,4,Left wheel,Grey,6,0,2.5,BMW,Petrol,Manual,2001,8467,252800,1597.7933519556452,6,9,5,3,2,4
627,915,A6,Sedan,1,3,164488,6,4x4,4,Left wheel,Silver,12,0,3,AUDI,Petrol,Automatic,2014,627,164488,915,6,9,5,1,1,3
21950,831,Transit,Goods wagon,0,2.4,125000,4,4x4,4,Left wheel,White,2,0,2.4,FORD,Diesel,Manual,2011,21950,125000,831,4,3,2,1,2,14
706,475,500,Hatchback,1,1.4,164574,4,Front,4,Left wheel,Red,12,0,1.4,FIAT,Petrol,Automatic,2012,706,164574,475,4,4,5,2,1,13
3136,473,Cruze,Sedan,1,1.4,156992,4,Front,4,Left wheel,Black,12,0,1.4,CHEVROLET,Petrol,Automatic,2014,3136,156992,473,4,9,5,2,1,7
3450,1187.0534762101795,Vectra,Sedan,0,2,0,4,Front,4,Left wheel,White,2,0,2,OPEL,CNG,Manual,1995,3450,2093.200000000008,1187.0534762101795,4,9,1,2,2,39
9408,1465.0160482546748,Pajero,SUV,0,3.5,11000,6,4x4,4,Right-hand drive,Silver,4,0,3.5,MITSUBISHI,Petrol,Tiptronic,1998,9408,11000,1465.0160482546748,6,10,5,1,3,36
20385,807.2368082340788,Delica,Minivan,1,3,184000,6,4x4,4,Right-hand drive,White,12,0,3,MITSUBISHI,Petrol,Automatic,2005,20385,184000,807.2368082340788,6,7,5,1,1,36
314,1053,E 350,Sedan,1,3.5,149486,6,4x4,4,Left wheel,Silver,12,0,3.5,MERCEDES-BENZ,Diesel,Automatic,2014,314,149486,1053,6,9,2,1,1,33
2300,949.4018106513629,Golf,Sedan,0,2,0,4,Front,4,Left wheel,Green,0,0,2,VOLKSWAGEN,CNG,Manual,1996,2300,2093.200000000008,949.4018106513629,4,9,1,2,2,57
7840,1143.9115755919952,Vaneo,Universal,0,1.9,170000,4,Front,4,Left wheel,Silver,4,0,1.9,MERCEDES-BENZ,LPG,Tiptronic,2004,7840,170000,1143.9115755919952,4,11,4,2,3,33
1490,639,Jetta,Universal,1,2,113214,4,Front,4,Left wheel,Grey,12,0,2,VOLKSWAGEN,Diesel,Automatic,2014,1490,113214,639,4,11,2,2,1,57
627,836,Tacoma,Sedan,1,2.7,394069,4,Rear,4,Left wheel,Black,12,0,2.7,TOYOTA,Petrol,Automatic,2012,627,328000,836,4,9,5,3,1,54
314,1053,E 350,Sedan,1,3.5,149486,6,4x4,4,Left wheel,Silver,12,0,3.5,MERCEDES-BENZ,Diesel,Automatic,2014,314,149486,1053,6,9,2,1,1,33
13172,1417.1995971521237,Cr-v,SUV,0,2.4,260000,4,4x4,4,Left wheel,Silver,6,0,2.4,HONDA,Petrol,Automatic,2002,13172,260000,1417.1995971521237,4,10,5,1,1,19
19757,1022.8143805014149,Patrol Y60,SUV,0,2.8,222222,4,Rear,4,Left wheel,Black,0,0,2.8,NISSAN,Diesel,Manual,1990,19757,222222,1022.8143805014149,4,10,2,3,2,38
4704,917,A7,Hatchback,1,3,301707,6,4x4,4,Left wheel,Grey,0,0,3,AUDI,Petrol,Automatic,2013,4704,301707,917,6,4,5,1,1,3
706,751,Sonata,Sedan,1,2.4,175827,4,Front,4,Left wheel,Black,12,0,2.4,HYUNDAI,Petrol,Automatic,2013,706,175827,751,4,9,5,2,1,21
5802,1055,E 350,Sedan,1,3.5,107800,6,Rear,4,Left wheel,Grey,12,0,3.5,MERCEDES-BENZ,Diesel,Automatic,2013,5802,107800,1055,6,9,2,3,1,33
25716,777,Camry,Sedan,0,2.5,115200,4,Front,4,Left wheel,Silver,8,0,2.5,TOYOTA,Petrol,Automatic,2014,25716,115200,777,4,9,5,2,1,54
14426,642,Orlando,SUV,1,2,132036,4,Front,4,Left wheel,White,4,0,2,CHEVROLET,LPG,Automatic,2012,14426,132036,642,4,10,4,2,1,7
10820,954.8110236598209,RAV 4,SUV,0,2,91000,4,4x4,2,Right-hand drive,Silver,4,0,2,TOYOTA,Petrol,Automatic,2001,10820,91000,954.8110236598209,4,10,5,1,1,54
45436,1172,Explorer,SUV,1,3.5,129177,4,Front,4,Left wheel,White,4,0,3.5,FORD,Petrol,Automatic,2011,38124.099999999795,129177,1172,4,10,5,2,1,14
11917,893,I30,Hatchback,0,1.6,201000,4,Front,4,Left wheel,Black,8,0,1.6,HYUNDAI,Diesel,Manual,2008,11917,201000,893,4,4,2,2,2,21
41281,765,Santa FE,SUV,1,2,185811,4,Front,4,Left wheel,Black,4,0,2,HYUNDAI,Diesel,Automatic,2015,38124.099999999795,185811,765,4,10,2,2,1,21
4391,855.2378252503192,Altima,Sedan,0,2.4,358400,4,Front,4,Left wheel,Brown,2,0,2.4,NISSAN,Petrol,Manual,1998,4391,328000,855.2378252503192,4,9,5,2,2,38
3700,1412.7516455238335,147,Coupe,1,1.8,240000,4,Front,2,Left wheel,Black,4,0,1.8,ALFA ROMEO,Petrol,Manual,2001,3700,240000,1412.7516455238335,4,2,5,2,2,2
15681,1054.5397422654498,Grand Vitara,SUV,0,1.6,98000,4,4x4,2,Left wheel,Black,12,0,1.6,SUZUKI,Petrol,Automatic,2008,15681,98000,1054.5397422654498,4,10,5,1,1,53
6586,645,CT 200h,Hatchback,1,1.8,122302,4,Front,4,Left wheel,Black,0,0,1.8,LEXUS,Hybrid,Automatic,2011,6586,122302,645,4,4,3,2,1,29
12544,860.1572632427064,Prius,Hatchback,0,1.5,140000,4,Front,4,Left wheel,Beige,6,0,1.5,TOYOTA,Hybrid,Automatic,2007,12544,140000,860.1572632427064,4,4,3,2,1,54
30063,639,Tucson,SUV,1,2,120000,4,Front,4,Left wheel,White,4,0,2,HYUNDAI,Diesel,Automatic,2014,30063,120000,639,4,10,2,2,1,21
21639,1094.2683084876605,Veloster,Hatchback,0,1.6,17200,4,Front,2,Left wheel,Red,10,0,1.6,HYUNDAI,Petrol,Tiptronic,2015,21639,17200,1094.2683084876605,4,4,5,2,3,21
36692,531.3252319585655,RAV 4 XLE Sport,SUV,0,2.5,120000,4,Front,4,Left wheel,White,0,0,2.5,TOYOTA,Petrol,Tiptronic,2013,36692,120000,531.3252319585655,4,10,5,2,3,54
30,616.1287867719354,FIT,Hatchback,0,1.5,0,4,Front,4,Right-hand drive,Silver,4,0,1.5,HONDA,Petrol,Automatic,2002,314,2093.200000000008,616.1287867719354,4,4,5,2,1,19
12231,1266,Aqua,Hatchback,0,1.5,66000,4,Front,4,Right-hand drive,Silver,4,0,1.5,TOYOTA,Hybrid,Variator,2014,12231,66000,1266,4,4,3,2,4,54
3136,1690.0709882061246,Sienta,Sedan,0,1.5,300000,4,Front,4,Right-hand drive,Beige,4,0,1.5,TOYOTA,Petrol,Variator,2004,3136,300000,1597.7933519556452,4,9,5,2,4,54
10663,1634.0740493312398,Prius,Sedan,1,1.8,230000,4,Front,4,Left wheel,Grey,6,0,1.8,TOYOTA,Hybrid,Variator,2009,10663,230000,1597.7933519556452,4,9,3,2,4,54
5620,447,FIT,Hatchback,1,1.3,110467,4,Front,4,Left wheel,White,4,0,1.3,HONDA,Petrol,Automatic,2013,5620,110467,473,4,4,5,2,1,19
9408,1111,FIT,Hatchback,0,1.3,64000,4,Front,4,Right-hand drive,Black,4,0,1.3,HONDA,Hybrid,Variator,2012,9408,64000,1111,4,4,3,2,4,19
3,1676.4703486898575,Elantra,Sedan,1,1.8,80000,4,Front,4,Left wheel,Grey,6,0,1.8,HYUNDAI,Petrol,Tiptronic,2011,314,80000,1597.7933519556452,4,9,5,2,3,21
15367,640,Passat,Sedan,1,2,179200,4,Front,4,Left wheel,White,16,0,2,VOLKSWAGEN,Diesel,Tiptronic,2013,15367,179200,640,4,9,2,2,3,57
26594,777,H1,Minivan,1,2.5,179918,4,Front,4,Left wheel,Silver,4,0,2.5,HYUNDAI,Diesel,Automatic,2014,26594,179918,777,4,7,2,2,1,21
36065,779,Avalon LIMITED,Sedan,1,2.5,92200,4,Front,4,Left wheel,Beige,12,0,2.5,TOYOTA,Hybrid,Tiptronic,2013,36065,92200,779,4,9,3,2,3,54
26343,730,Cerato K3,Sedan,1,1.6,29000,4,Front,4,Left wheel,Silver,8,0,1.6,KIA,Diesel,Tiptronic,2016,26343,29000,730,4,9,2,2,3,26
549,862,CX-7,Sedan,1,2.5,216550,4,Front,4,Left wheel,Black,12,0,2.5,MAZDA,Petrol,Automatic,2011,549,216550,862,4,9,5,2,1,32
14000,585,Elantra,Sedan,0,1.8,50000,4,Front,4,Left wheel,Grey,10,0,1.8,HYUNDAI,Petrol,Tiptronic,2013,14000,50000,585,4,9,5,2,3,21
17923,473,Cruze,Sedan,1,1.4,127842,4,Front,4,Left wheel,White,4,0,1.4,CHEVROLET,Petrol,Automatic,2014,17923,127842,473,4,9,5,2,1,7
10349,1059.817037471538,Astra G,Hatchback,0,1.6,180000,4,Front,4,Left wheel,Silver,6,0,1.6,OPEL,Petrol,Manual,2003,10349,180000,1059.817037471538,4,4,5,2,2,39
8154,793.0049168171579,Ist,Hatchback,0,1.3,115000,4,Front,4,Right-hand drive,Silver,7,0,1.3,TOYOTA,Petrol,Automatic,2002,8154,115000,793.0049168171579,4,4,5,2,1,54
7527,640,Passat,Sedan,1,2,132310,4,Front,4,Left wheel,Grey,12,0,2,VOLKSWAGEN,Diesel,Automatic,2013,7527,132310,640,4,9,2,2,1,57
3450,1249,Camry,Sedan,1,2.5,60762,4,Front,4,Left wheel,White,12,0,2.5,TOYOTA,Petrol,Automatic,2017,3450,60762,1249,4,9,5,2,1,54
22063,836,Tucson,SUV,1,2,142264,4,Front,4,Left wheel,White,4,0,2,HYUNDAI,Diesel,Automatic,2010,22063,142264,836,4,10,2,2,1,21
2901,503,Civic,Sedan,1,1.5,146403,4,Front,4,Left wheel,White,0,0,1.5,HONDA,Hybrid,Automatic,2012,2901,146403,503,4,9,3,2,1,19
4704,585,Corolla,Sedan,1,1.8,227371,4,Front,4,Left wheel,Silver,12,0,1.8,TOYOTA,Petrol,Automatic,2013,4704,227371,585,4,9,5,2,1,54
5331,605.697519935843,Passat,Sedan,1,2.8,175000,6,Front,4,Left wheel,Grey,6,0,2.8,VOLKSWAGEN,Petrol,Manual,2002,5331,175000,605.697519935843,6,9,5,2,2,57
941,642,Jetta,Sedan,1,2,203440,4,Front,4,Left wheel,Black,12,0,2,VOLKSWAGEN,Diesel,Automatic,2012,941,203440,642,4,9,2,2,1,57
16900,502,FIT,Hatchback,1,1.5,70000,4,Front,4,Left wheel,Blue,4,0,1.5,HONDA,Petrol,Automatic,2013,16900,70000,502,4,4,5,2,1,19
18189,846.7756591100292,Rogue,SUV,1,2.5,122000,4,4x4,4,Left wheel,Silver,4,0,2.5,NISSAN,Petrol,Automatic,2010,18189,122000,846.7756591100292,4,10,5,1,1,38
5331,1048.9000129664569,MPV,Minivan,0,2.5,127000,4,Front,4,Left wheel,Green,4,0,2.5,MAZDA,Petrol,Automatic,2000,5331,127000,1048.9000129664569,4,7,5,2,1,32
42651,1017,GLA 250,SUV,1,2,44995,4,4x4,4,Left wheel,Black,0,0,2,MERCEDES-BENZ,Petrol,Automatic,2017,38124.099999999795,44995,1017,4,10,5,1,1,33
15524,586,Prius,Hatchback,0,1.8,122324,4,Front,4,Left wheel,Red,7,0,1.8,TOYOTA,Hybrid,Automatic,2012,15524,122324,586,4,4,3,2,1,54
17249,1299.9873907607227,530,Sedan,1,3,111111,6,Rear,4,Left wheel,Grey,10,0,3,BMW,Petrol,Tiptronic,2007,17249,111111,1299.9873907607227,6,9,5,3,3,4
862,333,Fusion,Sedan,1,2,186048,4,Front,4,Left wheel,Black,0,0,2,FORD,Hybrid,Automatic,2014,862,186048,473,4,9,3,2,1,14
28909,831,Elantra,Sedan,1,1.6,98000,4,Front,4,Left wheel,White,4,0,1.6,HYUNDAI,Diesel,Automatic,2017,28909,98000,831,4,9,2,2,1,21
8467,642,Sonata,Sedan,1,2,573249,4,Front,4,Left wheel,Black,4,0,2,HYUNDAI,LPG,Automatic,2012,8467,328000,642,4,9,4,2,1,21
50,1270.4916507980201,Aqua,Sedan,0,1.5,130000,4,Rear,4,Right-hand drive,Sky blue,0,0,1.5,TOYOTA,Hybrid,Automatic,2013,314,130000,1270.4916507980201,4,9,3,3,1,54
14426,639,Sonata,Sedan,1,2,169024,4,Front,4,Left wheel,White,4,0,2,HYUNDAI,LPG,Automatic,2014,14426,169024,639,4,9,4,2,1,21
9000,1325,Sharan,Minivan,0,1.4,126000,4,Front,4,Right-hand drive,Silver,6,0,1.4,VOLKSWAGEN,Petrol,Automatic,2011,9000,126000,1325,4,7,5,2,1,57
30734,1053,E 350,Sedan,1,3.5,200179,6,4x4,4,Left wheel,Black,12,0,3.5,MERCEDES-BENZ,Diesel,Automatic,2014,30734,200179,1053,6,9,2,1,1,33
22580,779,Camry,Sedan,1,2.5,156666,4,Front,4,Left wheel,Black,12,0,2.5,TOYOTA,Petrol,Automatic,2013,22580,156666,779,4,9,5,2,1,54
862,259,Volt,SUV,1,1.4,133195,4,Front,4,Left wheel,Black,0,0,1.4,CHEVROLET,Hybrid,Automatic,2014,862,133195,473,4,10,3,2,1,7
7464,247,FIT,Hatchback,1,1.3,114950,4,Front,4,Left wheel,Blue,4,0,1.3,HONDA,Hybrid,Automatic,2014,7464,114950,473,4,4,3,2,1,19
1333,1091,Fusion,Sedan,1,2.5,154850,4,Front,4,Left wheel,Black,12,0,2.5,FORD,Petrol,Automatic,2016,1333,154850,1091,4,9,5,2,1,14
392,1017,E 300,Sedan,1,2,1600,4,Rear,4,Left wheel,Black,12,0,2,MERCEDES-BENZ,Petrol,Automatic,2017,392,2093.200000000008,1017,4,9,5,3,1,33
7683,969.0774048305859,Tiida,Sedan,1,1.8,200000,4,Front,4,Left wheel,Silver,2,0,1.8,NISSAN,CNG,Variator,2006,7683,200000,969.0774048305859,4,9,1,2,4,38
22266,1724.8027432367091,Fusion,Sedan,1,1.6,85500,4,Front,4,Left wheel,Black,8,0,1.6,FORD,Petrol,Automatic,2013,22266,85500,1597.7933519556452,4,9,5,2,1,14
2430,1598,E 350,Sedan,1,3,175614,6,Rear,4,Left wheel,Black,12,0,3,MERCEDES-BENZ,Diesel,Automatic,2008,2430,175614,1597.7933519556452,6,9,2,3,1,33
282,333,Fusion,Sedan,1,2,0,4,Front,4,Left wheel,Silver,0,0,2,FORD,Hybrid,Automatic,2014,314,2093.200000000008,473,4,9,3,2,1,14
392,629,Juke,SUV,1,1.6,85944,4,4x4,4,Left wheel,Black,0,0,1.6,NISSAN,Petrol,Automatic,2015,392,85944,629,4,10,5,1,1,38
33556,765,C 300,Sedan,1,2,0,4,Rear,4,Left wheel,Black,12,0,2,MERCEDES-BENZ,Petrol,Automatic,2015,33556,2093.200000000008,765,4,9,5,3,1,33
39161,831,Actyon,SUV,1,1.6,73000,4,Front,4,Left wheel,White,4,0,1.6,SSANGYONG,Diesel,Automatic,2017,38124.099999999795,73000,831,4,10,2,2,1,51
16308,1127.2198623870208,Transit,Microbus,0,2.2,180000,4,Front,4,Left wheel,White,2,0,2.2,FORD,Diesel,Manual,2008,16308,180000,1127.2198623870208,4,6,2,2,2,14
17719,1425.9228316183755,Camry,Sedan,1,2.4,92000,4,Front,4,Left wheel,Sky blue,8,0,2.4,TOYOTA,Hybrid,Tiptronic,2009,17719,92000,1425.9228316183755,4,9,3,2,3,54
470,1058,Santa FE,SUV,1,3.5,197923,6,4x4,4,Left wheel,Red,12,0,3.5,HYUNDAI,Petrol,Automatic,2012,470,197923,1058,6,10,5,1,1,21
20385,738,Cruze,Sedan,0,1.4,42000,4,Front,5,Left wheel,Black,12,0,1.4,CHEVROLET,Petrol,Tiptronic,2017,20385,42000,738,4,9,5,2,3,7
8781,1367.3333822787026,Elgrand,Minivan,1,3.2,230000,4,4x4,4,Right-hand drive,White,4,0,3.2,NISSAN,Diesel,Automatic,1998,8781,230000,1367.3333822787026,4,7,2,1,1,38
220,1055,C 350,Sedan,1,3.5,159250,6,Rear,4,Left wheel,Black,12,0,3.5,MERCEDES-BENZ,Petrol,Automatic,2013,314,159250,1055,6,9,5,3,1,33
9722,765,Sonata,Sedan,1,2,582376,4,Front,4,Left wheel,Orange,4,0,2,HYUNDAI,LPG,Automatic,2015,9722,328000,765,4,9,4,2,1,21
15241,707,Genesis,Coupe,1,2,117492,4,Front,4,Left wheel,Grey,4,0,2,HYUNDAI,Petrol,Automatic,2011,15241,117492,707,4,2,5,2,1,21
2587,382,Fusion,Sedan,1,2,88795,4,Front,4,Left wheel,Black,0,0,2,FORD,Hybrid,Automatic,2015,2587,88795,473,4,9,3,2,1,14
15524,1347,H1,Minivan,1,2.5,56769,4,Front,4,Left wheel,Silver,4,0,2.5,HYUNDAI,Diesel,Automatic,2008,15524,56769,1347,4,7,2,2,1,21
27911,1344.0205851911448,C 250,Sedan,1,1.8,70000,4,Rear,4,Left wheel,Beige,8,0,1.8,MERCEDES-BENZ,Petrol,Tiptronic,2014,27911,70000,1344.0205851911448,4,9,5,3,3,33
4861,779,Camry,Sedan,1,2.5,136861,4,Front,4,Left wheel,Blue,12,0,2.5,TOYOTA,Hybrid,Automatic,2013,4861,136861,779,4,9,3,2,1,54
29793,758.005942946576,S 350,Sedan,1,3.5,263000,4,Rear,4,Left wheel,Black,0,0,3.5,MERCEDES-BENZ,Petrol,Automatic,2005,29793,263000,758.005942946576,4,9,5,3,1,33
18208,531,Elantra,Sedan,1,1.6,95665,4,Front,4,Left wheel,Grey,4,0,1.6,HYUNDAI,Petrol,Automatic,2012,18208,95665,531,4,9,5,2,1,21
549,481,Sonata,Sedan,1,2,107387,4,Front,4,Left wheel,Silver,12,0,2,HYUNDAI,Hybrid,Automatic,2017,549,107387,481,4,9,3,2,1,21
30,1066.6266546585853,Tiida,Hatchback,0,1.5,0,4,Front,4,Right-hand drive,Red,4,0,1.5,NISSAN,Petrol,Automatic,2006,314,2093.200000000008,1066.6266546585853,4,4,5,2,1,38
34497,779,RAV 4 Le,SUV,0,2.5,65350,4,Front,4,Left wheel,White,12,0,2.5,TOYOTA,Petrol,Tiptronic,2013,34497,65350,779,4,10,5,2,3,54
6272,1522,Zafira,Goods wagon,0,1.8,130000,4,Front,4,Left wheel,Silver,0,0,1.8,OPEL,Petrol,Manual,2000,6272,130000,1522,4,3,5,2,2,39
4924,1282,Captiva,SUV,1,2,183923,4,Front,4,Left wheel,Silver,4,0,2,CHEVROLET,Diesel,Automatic,2007,4924,183923,1282,4,10,2,2,1,7
4704,781.0948715217728,Vectra b,Hatchback,0,2,11111,4,Front,4,Left wheel,Red,2,0,2,OPEL,Diesel,Manual,2000,4704,11111,781.0948715217728,4,4,2,2,2,39
43576,1091,H1,Universal,1,2.5,97129,4,Front,4,Left wheel,Silver,4,0,2.5,HYUNDAI,Diesel,Automatic,2016,38124.099999999795,97129,1091,4,11,2,2,1,21
7840,1127.9794562922907,C 200,Sedan,1,2,140000,4,Rear,4,Left wheel,Black,4,0,2,MERCEDES-BENZ,CNG,Manual,2001,7840,140000,1127.9794562922907,4,9,1,3,2,33
28225,1079,CHR,SUV,0,2,24000,4,Front,4,Left wheel,Grey,8,0,2,TOYOTA,Petrol,Automatic,2018,28225,24000,1079,4,10,5,2,1,54
700,1245.3703213116758,Astra,Sedan,0,1.1,0,4,Front,4,Left wheel,White,2,0,1.1,OPEL,Petrol,Manual,1992,700,2093.200000000008,1245.3703213116758,4,9,5,2,2,39
2352,798.3746969324534,323,Hatchback,0,1.5,300000,4,Front,4,Left wheel,Silver,2,0,1.5,MAZDA,Petrol,Manual,1998,2352,300000,798.3746969324534,4,4,5,2,2,32
18817,738,Cruze,Hatchback,1,1.4,29094,4,Front,4,Left wheel,Grey,0,0,1.4,CHEVROLET,Petrol,Automatic,2017,18817,29094,738,4,4,5,2,1,7
4861,382,Fusion,Sedan,1,2,148709,4,Front,4,Left wheel,Red,12,0,2,FORD,Hybrid,Automatic,2015,4861,148709,473,4,9,3,2,1,14
13172,1399,RX 450,SUV,1,3.5,186005,6,4x4,4,Left wheel,Silver,12,0,3.5,LEXUS,Hybrid,Automatic,2010,13172,186005,1399,6,10,3,1,1,29
37320,1055,E 350 ამგ,Sedan,1,3.5,156800,4,4x4,4,Left wheel,Black,12,0,3.5,MERCEDES-BENZ,Petrol,Tiptronic,2013,37320,156800,1055,4,9,5,1,3,33
706,1017,Escape,SUV,1,2,251430,4,Front,4,Left wheel,Blue,12,0,2,FORD,Petrol,Automatic,2017,706,251430,1017,4,10,5,2,1,14
39201,456,Camry,Sedan,1,2.5,35000,4,Front,4,Left wheel,Grey,10,0,2.5,TOYOTA,Hybrid,Automatic,2015,38124.099999999795,35000,473,4,9,3,2,1,54
36426,880,Elantra,Sedan,1,1.6,35643,4,Front,4,Left wheel,White,4,0,1.6,HYUNDAI,LPG,Automatic,2018,36426,35643,880,4,9,4,2,1,21
8467,794.5815655838448,Civic,Hatchback,0,1.8,250000,4,Front,4,Right-hand drive,Grey,4,0,1.8,HONDA,Petrol,Manual,2006,8467,250000,794.5815655838448,4,4,5,2,2,19
7840,871.2433503584881,CLK 320,Coupe,1,3.2,255000,6,Rear,2,Left wheel,Silver,4,0,3.2,MERCEDES-BENZ,Petrol,Tiptronic,2000,7840,255000,871.2433503584881,6,2,5,3,3,33
12701,900,Cr-v,SUV,1,2.4,117158,4,Front,4,Left wheel,White,12,0,2.4,HONDA,Petrol,Automatic,2015,12701,117158,900,4,10,5,2,1,19
8154,781,Forester,SUV,1,2.5,281659,4,4x4,4,Left wheel,Blue,0,0,2.5,SUBARU,Petrol,Automatic,2012,8154,281659,781,4,10,5,1,1,52
46414,456,Avalon,Sedan,1,2.5,63645,4,Front,4,Left wheel,White,12,0,2.5,TOYOTA,Hybrid,Tiptronic,2015,38124.099999999795,63645,473,4,9,3,2,3,54
45160,798,ML 250,SUV,1,2.1,197338,4,4x4,4,Left wheel,White,12,0,2.1,MERCEDES-BENZ,Diesel,Automatic,2015,38124.099999999795,197338,798,4,10,2,1,1,33
100,1464.2588734382753,330,Cabriolet,1,3,1123,6,4x4,2,Left wheel,Black,12,0,3,BMW,Petrol,Tiptronic,2007,314,2093.200000000008,1464.2588734382753,6,1,5,1,3,4
1176,639,Colt Lancer,Hatchback,1,2,136634,4,Front,4,Left wheel,Silver,12,0,2,MITSUBISHI,Petrol,Automatic,2014,1176,136634,639,4,4,5,2,1,36
12231,1136.1864360593968,Elantra,Coupe,0,1.8,77000,6,Front,2,Left wheel,Beige,0,0,1.8,HYUNDAI,Petrol,Manual,2013,12231,77000,1136.1864360593968,6,2,5,2,2,21
5802,988,Prius,Hatchback,1,1.5,140000,4,Front,4,Left wheel,Green,12,0,1.5,TOYOTA,Hybrid,Variator,2007,5802,140000,988,4,4,3,2,4,54
2901,1277,Sonata,Sedan,1,2.4,45494,4,Front,4,Left wheel,White,12,0,2.4,HYUNDAI,Petrol,Automatic,2018,2901,45494,1277,4,9,5,2,1,21
1882,442,Prius,Sedan,1,1.8,47672,4,Front,4,Left wheel,White,12,0,1.8,TOYOTA,Hybrid,Automatic,2017,1882,47672,473,4,9,3,2,1,54
11290,732.332712298366,FIT,Sedan,0,1.3,145000,4,Front,4,Right-hand drive,Silver,8,0,1.3,HONDA,Hybrid,Automatic,2013,11290,145000,732.332712298366,4,9,3,2,1,19
6586,896.6746598079795,318,Sedan,0,1.8,270000,4,Rear,4,Left wheel,Green,2,0,1.8,BMW,LPG,Manual,1997,6586,270000,896.6746598079795,4,9,4,3,2,4
14426,1348.9860235166855,Camry,Sedan,1,2.4,188800,4,Front,4,Left wheel,Grey,8,0,2.4,TOYOTA,Hybrid,Variator,2006,14426,188800,1348.9860235166855,4,9,3,2,4,54
36065,1051,Outlander,SUV,1,2.4,39000,4,Front,4,Left wheel,Silver,12,0,2.4,MITSUBISHI,Petrol,Variator,2016,36065,39000,1051,4,10,5,2,4,36
27284,666.7375439457265,Camry SE,Sedan,1,2.5,52000,4,Front,4,Left wheel,Black,12,0,2.5,TOYOTA,Petrol,Tiptronic,2014,27284,52000,666.7375439457265,4,9,5,2,3,54
21639,1091,Forester,SUV,0,2.5,34000,4,4x4,4,Left wheel,White,7,0,2.5,SUBARU,Petrol,Variator,2016,21639,34000,1091,4,10,5,1,4,52
7840,790,I30,Hatchback,1,1.6,140000,4,Front,4,Left wheel,Silver,4,0,1.6,HYUNDAI,Petrol,Automatic,2009,7840,140000,790,4,4,5,2,1,21
7840,1219.73877470639,E 200,Sedan,0,2,180003,4,Rear,4,Left wheel,Black,4,0,2,MERCEDES-BENZ,CNG,Manual,1998,7840,180003,1219.73877470639,4,9,1,3,2,33
1646,1292,GLE 350,SUV,1,3,59099,6,4x4,4,Left wheel,White,0,0,3,MERCEDES-BENZ,Petrol,Automatic,2016,1646,59099,1292,6,10,5,1,1,33
24198,640,Tucson,SUV,1,2,124000,4,Front,4,Left wheel,Silver,4,0,2,HYUNDAI,Diesel,Automatic,2013,24198,124000,640,4,10,2,2,1,21
25365,502,FIT,Hatchback,1,1.5,34682,4,Front,4,Left wheel,Grey,4,0,1.5,HONDA,Petrol,Automatic,2013,25365,34682,502,4,4,5,2,1,19
1725,777,Malibu,Sedan,1,2.5,310061,4,Front,4,Left wheel,Blue,12,0,2.5,CHEVROLET,Petrol,Automatic,2014,1725,310061,777,4,9,5,2,1,7
314,1399,TL,Sedan,1,3.5,162453,6,Front,4,Left wheel,Silver,12,0,3.5,ACURA,Petrol,Automatic,2010,314,162453,1399,6,9,5,2,1,1
17249,586,Prius,Sedan,0,1.8,22400,4,Front,4,Left wheel,White,8,0,1.8,TOYOTA,Hybrid,Automatic,2012,17249,22400,586,4,9,3,2,1,54
470,1399,E 350,Sedan,1,3.5,229904,6,4x4,4,Left wheel,Black,12,0,3.5,MERCEDES-BENZ,Petrol,Automatic,2010,470,229904,1399,6,9,5,1,1,33
31361,639,Sonata,Sedan,1,2,62000,4,Front,4,Left wheel,White,12,0,2,HYUNDAI,Petrol,Tiptronic,2014,31361,62000,639,4,9,5,2,3,21
